,word,logDate,frequencySum,wordVar,frequencyGap,frequencyGap2,frequencyLevel,repeatLetters,location,norm_u,norm_sig
51,unite,0.9063531802042325,0.4964577928557176,0.3292171783686946,0.6010638297872342,0.4103634810667174,0.1666666666666667,0.0,0.2422292263479258,3.75,1.116915395184434
52,rainy,0.9044245457105434,0.4840351227299943,0.2606700126721436,0.5616688829787234,0.4257378760558033,0.3333333333333333,0.0,0.7173582767869234,3.4752475247524752,1.0679309078212935
53,spell,0.9024921109493854,0.641538615046897,0.5527335930254723,0.6830119680851064,0.6929866185821391,0.3333333333333333,0.4444444444444444,0.1633029211342631,4.1313131313131315,1.0410412876321675
54,begin,0.9005558609147515,0.3699361404909199,0.526389849471967,0.7480053191489361,0.6184872354560125,0.0,0.0,0.5448102747152461,4.02020202020202,1.0538989465270703
55,stale,0.8986157805115791,0.8357613250848134,0.3618337975688827,0.4709109042553192,0.5718895321248929,0.5,0.0,0.2409885988975146,3.594059405940594,1.2756533392797154
56,dream,0.8966718545550421,0.5991319097984433,0.5286503120918125,0.6899933510638299,0.7201290689949702,0.0,0.0,0.2007261113565669,3.515151515151515,1.2256817221913143
57,photo,0.8947240677698391,0.3353622031530631,0.1964590009002045,0.3563829787234044,0.4237448989275885,0.0,0.4444444444444444,0.4679522145167342,3.77,0.8701149349367588
58,aloud,0.8927724047894728,0.4756535621632411,0.2677844284166659,0.4986702127659574,0.4582898358166461,0.1666666666666667,0.0,0.2920622300907365,3.56,1.1516944039110373
59,inept,0.8908168501555227,0.4719117940530834,0.3756849416903221,0.6828457446808511,0.4570560880706084,0.6666666666666666,0.0,0.0782415190816285,3.9313725490196076,1.0219148109383045
60,piney,0.8888573883169096,0.4109958092197165,0.4462227507472577,0.6828457446808511,0.540381512764544,1.0,0.0,0.973477980888513,4.5049504950495045,0.9912864166957488
61,aptly,0.8868940036291555,0.3751746158451407,0.3149429052042573,0.570811170212766,0.4396887159533074,0.6666666666666666,0.0,0.4424436191716749,4.079207920792079,0.9818467981242114
62,waltz,0.8849266803536309,0.2444621831969666,0.5964086425845236,0.8342752659574468,0.6883363386163045,1.0,0.0,0.5028112839730061,4.6767676767676765,1.0620000459232888
63,libel,0.8829554026568024,0.4770504889243665,0.4053193702404577,0.7480053191489361,0.4544936889057606,0.8333333333333334,0.4444444444444444,0.4130818059227457,4.49,1.0816191566350886
64,sneak,0.8809801546094637,0.7255537816803037,0.6951277274239457,0.7684507978723405,0.7815317452785422,0.1666666666666667,0.0,0.1527539583857341,3.96,1.0669582934679311
65,carry,0.8790009201859652,0.4577928557174219,0.3376426361113198,0.5694813829787234,0.5135237733700293,0.0,0.4444444444444444,0.8591356590184026,4.27,1.1389029809426263
66,flout,0.8770176832634359,0.2745459988026344,0.1817227746165532,0.4634308510638298,0.3369080383410838,1.0,0.0,0.4862686185810494,3.98,1.0486181383134663
67,foggy,0.8750304276209899,0.08411494711634399,0.2050163884905671,0.4634308510638298,0.2961943627218373,0.6666666666666666,0.4444444444444444,0.9851547845269447,4.54,1.0528057750601485
68,fault,0.8730391369389373,0.3518758730792256,0.3849439065351645,0.7210771276595744,0.4840087311378951,0.6666666666666666,0.0,0.6694164608935123,4.0,1.0862780491200215
69,mummy,0.8710437947979743,0.06415885052883663,0.0,0.0,0.0,0.6666666666666666,1.0,0.8539925525775833,5.475247524752476,1.1133222017323243
70,spiel,0.8690443846783733,0.6608461384953104,0.5313181605731261,0.6830119680851064,0.6929866185821391,1.0,0.0,0.3376343909852936,3.881188118811881,1.0463243416731014
71,grove,0.8670408899591635,0.417431650369188,0.6957283024846229,0.903091755319149,0.7715668596374676,0.3333333333333333,0.0,0.4496055683726816,4.45,1.16940155635265
72,denim,0.865033293917298,0.4277589303532229,0.4205864695176681,0.6899933510638299,0.5084938787131063,0.5,0.0,0.374771863389193,3.909090909090909,0.9437825152968143
73,quirk,0.8630215797268198,0.1404909199760527,0.3340907359757335,0.5834441489361702,0.5376293062541521,0.6666666666666666,0.0,0.7766139988698101,4.19,1.0458967444255671
74,exist,0.8610057304580161,0.5706944721612452,0.8755575249707276,0.9707446808510639,0.8644775552813894,0.0,0.0,0.143511459399843,4.08080808080808,1.0413352702108989
75,stein,0.8589857290765603,0.7036020754340452,0.4158731124400247,0.5279255319148937,0.6116541710164182,1.0,0.0,0.1645444411296054,3.6831683168316833,1.116311935798448
76,spade,0.8569615584426501,0.726302135302335,0.6632060678790614,0.6830119680851064,0.7801081901869603,0.6666666666666666,0.0,0.2443555228631422,3.86,1.0956276739841868
77,catch,0.8549332013101336,0.2928058271802035,0.3796482379773089,0.6140292553191489,0.4616114643636708,0.1666666666666667,0.4444444444444444,0.5412004616886662,4.848484848484849,1.622839738060107
78,floor,0.8529006403256326,0.4136898822590303,0.2383962043536973,0.4634308510638298,0.356553098604916,1.0,0.4444444444444444,0.4463060585214869,4.07,0.9083501527494781
79,equal,0.850863858027644,0.4698164039113951,0.87482226376397,0.9998337765957447,0.891525102021448,0.6666666666666666,0.0,0.1072483754160117,4.198019801980198,1.1171019966390763
80,ionic,0.8488228368456455,0.3844542007583316,0.09941968124899543,0.3118351063829787,0.2452310904432002,1.0,0.4444444444444444,0.3507683164057087,4.86,1.257139610385418
81,valid,0.8467775590991837,0.3510776292157256,0.4569608545418798,0.7910571808510638,0.5661953117585651,0.1666666666666667,0.0,0.6164565435239542,4.04,1.0287856919689347
82,enjoy,0.8447280069969576,0.358710836160447,0.7157461178562128,0.9700797872340425,0.7689095567998481,0.0,0.0,0.3282655311703733,4.64,1.1092339699089637
83,howdy,0.8426741626358849,0.1265216523647972,0.1955111322482497,0.476063829787234,0.3283667077915916,1.0,0.0,0.8002918952743565,4.61,1.0944861808172819
84,vigor,0.84061600800017,0.2725503891438832,0.3384917746532418,0.5334109042553192,0.5338331593432666,0.5,0.0,0.4267549133239114,4.4646464646464645,1.037801982952834
85,dandy,0.8385535249603511,0.333915386150469,0.3104365064017821,0.5616688829787234,0.3587358830786751,0.8333333333333334,0.4444444444444444,0.7825331769009589,4.95,1.2359207094308273
86,sloth,0.8364866952723453,0.5138195968868491,0.4015732255662065,0.7262300531914894,0.5138084843883458,1.0,0.0,0.3566946849610212,3.5757575757575757,0.9753622387533989
87,marxh,0.8344155005764762,0.2465076830971861,0.6163262503708429,0.8585438829787234,0.7084559172439973,1.0,0.0,0.4347785087733758,3.86,1.0772186407596183
88,bough,0.832339922396501,0.1372480542805826,0.1716924311240464,0.3783244680851064,0.289076587263927,0.8333333333333334,0.0,0.7573642754680323,4.404040404040404,1.1002221255911193
89,sting,0.8302599421386165,0.4532029535022951,0.4194873645138134,0.7455119680851064,0.4928347727057036,0.3333333333333333,0.0,0.2215218748919776,3.872549019607843,1.1937054570476393
90,twine,0.8281755410904614,0.42301935741369,0.5040636342377198,0.8457446808510638,0.5500616873873019,0.8333333333333334,0.0,0.3766216206272108,3.93,1.002546757014355
91,leave,0.8260867004201069,0.7059469167830772,0.8366170013572287,0.903091755319149,0.8186390813324471,0.1666666666666667,0.4444444444444444,0.3088466694729854,4.346938775510204,1.050772707090286
92,scorn,0.8239934011750365,0.5492915585711438,0.3747128623096749,0.6816821808510638,0.5209262598462562,0.8333333333333334,0.0,0.1934707404229576,3.881188118811881,1.065081493771105
93,scald,0.8218956242811104,0.5625124725603672,0.5419230184496304,0.6816821808510638,0.715383885356363,1.0,0.0,0.3199622993615837,4.21,1.098134782255803
94,usurp,0.8197933505415274,0.4307523448413492,0.44523112896304,0.6830119680851064,0.536870076871975,0.8333333333333334,0.4444444444444444,0.0,4.204081632653061,1.0097401532124881
95,soggy,0.8176865606357689,0.3609060067850728,0.6016425551605756,0.7455119680851064,0.6815981778494827,0.6666666666666666,0.4444444444444444,0.7889174830999452,4.343434343434343,1.026533011386869
96,brisk,0.8155752351185334,0.423218918379565,0.5514590906040582,0.7684507978723405,0.6695454114074213,0.5,0.0,0.4642963959367163,4.081632653061225,1.0269180102374798
97,admit,0.8134593544186578,0.4112452604270603,0.294925375395108,0.5779587765957447,0.4445288032646862,0.0,0.0,0.1757834468002718,3.96,1.1306635220082055
98,grate,0.8113388988380323,0.6245260427060466,0.5056570478269286,0.745345744680851,0.6718230995539529,0.6666666666666666,0.0,0.4693775518142872,3.808080808080808,1.2923767758837943
99,glory,0.809213848550499,0.3220913989223707,0.1841899471964007,0.3756648936170213,0.4028660909177185,0.1666666666666667,0.0,0.6632370979140664,3.8686868686868685,0.9602868326383943
100,saint,0.807084183600738,0.6699760526840951,0.3436386279320665,0.5279255319148937,0.5476890955679985,0.1666666666666667,0.0,0.5071926576248881,3.62,1.1382442620105757
101,recap,0.804949883903144,0.5800239473159051,0.574815900687839,0.6828457446808511,0.7564771756666986,1.0,0.0,0.1563171677108135,4.0,1.0583005244258363
102,alike,0.8028109292406915,0.6015266413889446,0.5330145752932243,0.7682845744680851,0.6777071272658247,0.6666666666666666,0.0,0.3723725051093765,4.25,1.1434596626029272
103,trice,0.8006672992637824,0.5324286569546999,0.3520326738061829,0.6815159574468085,0.4616114643636709,1.0,0.0,0.379920091833467,4.51,1.4247455913249916
104,stick,0.798518973489087,0.4001696268209938,0.4977018120985479,0.7684507978723405,0.5937173768624843,0.0,0.0,0.235112799311603,3.6464646464646466,0.9981106526897475
105,chute,0.7963659312983677,0.350578726801038,0.4871014114792747,0.726063829787234,0.5255765398120906,0.5,0.0,0.605668220368695,3.585858585858586,0.9429172549587848
106,parer,0.7942081519372955,0.6862901616443827,0.4040304407078942,0.6828457446808511,0.554332352662048,1.0,0.4444444444444444,0.6520321202441913,5.99,1.1957842614786334
107,doubt,0.792045614514243,0.2542905607663141,0.1325767584081533,0.3783244680851064,0.2866090917718515,0.0,0.0,0.5119078305687015,3.6464646464646466,1.0474898453077504
108,thyme,0.7898782979990772,0.3262322889642786,0.5155755253371171,0.726063829787234,0.5304166271234697,0.3333333333333333,0.0,0.3199200628864029,3.95959595959596,0.9839026797483572
109,alpha,0.7877061812219285,0.4938136100578728,0.5238691028950381,0.6140292553191489,0.7179462845212112,0.3333333333333333,0.4444444444444444,0.1022756248239451,4.24,0.9911609354691095
110,booze,0.7855292428719517,0.4176811015765318,0.7588749112971662,0.9463098404255319,0.7977602733225777,0.5,0.4444444444444444,0.7633634335792286,4.87,1.0065286881157438
111,tibia,0.7833474614960717,0.4589403312712035,0.2944471452167576,0.6359707446808509,0.397741292588023,1.0,0.4444444444444444,0.3697283137668263,4.444444444444445,0.9767211922128138
112,lofty,0.7811608154977127,0.2527439632807824,0.1982656923855581,0.4634308510638298,0.3783809433425074,0.5,0.0,0.7174158359306085,4.35,1.1346805717910218
113,theme,0.7789692831355194,0.5551287168229896,0.7308975519290642,0.726063829787234,0.8499572933472523,0.0,0.4444444444444444,0.3392451629586878,3.808080808080808,0.9606055295328275
114,class,0.776772842522055,0.7725503891438834,0.5514884911197218,0.6816821808510638,0.6923222928727337,0.0,0.4444444444444444,0.6109728770080185,4.404040404040404,1.2626666660202228
115,leery,0.7745714716224943,0.6834464178806628,0.5082473723133927,0.6737034574468085,0.6876720129068992,0.8333333333333334,0.4444444444444444,0.4865401853759482,4.353535353535354,1.0570889254101923
116,taunt,0.772365148253295,0.4397325883057276,0.2259168773672581,0.489029255319149,0.3024580051247983,1.0,0.4444444444444444,0.5062144098756787,4.65,1.3955285736952865
117,whoop,0.7701538500808567,0.222809818399521,0.3081066645245344,0.476063829787234,0.516750498244282,1.0,0.4444444444444444,0.3650802663042761,4.2772277227722775,0.880130637031429
118,inter,0.7679375546201636,0.5785771303133108,0.2611437359302298,0.5277593085106383,0.3738255670494449,1.0,0.0,0.1679508021811458,4.05050505050505,1.0671754219844194
119,gully,0.7657162392334154,0.1867391738176014,0.0674627857820447,0.1983045212765957,0.2270095852709499,0.6666666666666666,0.4444444444444444,0.8903314803592927,4.91,1.1144056711987784
120,charm,0.7634898811286358,0.3332668130113751,0.4166094662335139,0.6140292553191489,0.5482585176046312,0.5,0.0,0.4135531887741641,3.702970297029703,1.1128818575305754
121,fungi,0.7612584573582744,0.1372979445220514,0.1294244594535787,0.3503989361702128,0.3149852899307203,1.0,0.0,0.6944076606312415,4.2727272727272725,0.9620913858416692
122,prize,0.7590219448177817,0.3892935541808024,0.6775994081656331,0.9463098404255319,0.7338901015469301,0.6666666666666666,0.0,0.5528309156695719,4.77,1.2397983707038822
123,onset,0.7567803202441785,0.737527439632808,0.3890252766836216,0.5279255319148937,0.6116541710164182,0.3333333333333333,0.0,0.1465587694988387,3.99009900990099,0.9899999950490098
124,chief,0.7545335602146028,0.3040311315106764,0.614224436310605,0.8331117021276595,0.656069089873778,0.0,0.0,0.5639376064207864,3.81,0.9969453345093702
125,gauze,0.7522816411448396,0.3996707244063062,0.9245361519256744,0.9463098404255319,0.9433425073550347,0.8333333333333334,0.0,0.6182740525969705,4.891089108910891,1.184896620790435
126,ruder,0.750024539287837,0.5344741568549192,0.3578674966683864,0.6107047872340425,0.4955869792160958,1.0,0.4444444444444444,0.451100654041127,4.53,1.117631424039249
127,irony,0.7477622307322028,0.4067052484534026,0.1084273635615248,0.3040226063829788,0.2786371832589922,0.1666666666666667,0.0,0.5124613078235575,3.98989898989899,1.0777356499676074
128,clown,0.7454946914006876,0.2294951107563363,0.2020404553826999,0.476063829787234,0.3900540950934802,0.3333333333333333,0.0,0.3824227676950642,3.871287128712871,1.0960176909809627
129,needy,0.7432218970486404,0.5775294352424669,0.6527219904993373,0.6737034574468085,0.7747935845117205,0.3333333333333333,0.4444444444444444,0.4591903116038498,4.22,0.975499871860576
130,woven,0.7409438232624628,0.3271802035521852,0.7544004954880823,0.903091755319149,0.8288886779918383,0.6666666666666666,0.0,0.7444394926146579,4.585858585858586,1.0731818169934082
131,merit,0.7386604454580267,0.5298842546397927,0.3582798612489346,0.6899933510638299,0.4664515516750499,0.5,0.0,0.4799611801182163,3.797979797979798,0.9742108744387465
132,waste,0.7363717388790869,0.7194172819796448,0.7610453224220336,0.8459109042553191,0.7932048970295149,0.1666666666666667,0.0,0.4918379976593823,4.37,1.3390668392578469
133,treat,0.7340776785956713,0.7069447216124529,0.2959132724518346,0.4707446808510639,0.5150422321343836,0.1666666666666667,0.4444444444444444,0.26361452926825,3.485148514851485,1.1991239490853611
134,shrug,0.7317782395024479,0.374476152464578,0.5450679300280141,0.7455119680851064,0.6439214197589446,0.5,0.0,0.3119699073634759,4.18,1.0524257693538295
135,twang,0.7294733963170797,0.283875473957294,0.4496793351063449,0.7337101063829787,0.5663851191041092,1.0,0.0,0.2368761894785281,4.138613861386139,0.9650291430503926
136,twice,0.7271631235785555,0.376870884055079,0.5591436628014133,0.8457446808510638,0.6378475847015281,0.0,0.0,0.3348540240495113,3.9306930693069306,1.0648053393667993
137,gruel,0.7248473956455027,0.4548493314707643,0.450535140910476,0.745345744680851,0.5724589541615261,1.0,0.0,0.501110980508403,4.25,0.9937303457175896
138,poker,0.7225261866944801,0.4766513669926163,0.5257837618146025,0.7682845744680851,0.6589162000569423,0.3333333333333333,0.0,0.6435501881669639,4.51,1.2123943252918992
139,khaki,0.7201994707182464,0.263819596886849,0.4733539761869478,0.65625,0.5791971149283478,0.6666666666666666,0.4444444444444444,0.3739354757492625,4.51,1.1268983982595768
140,hunky,0.7178672215240188,0.07852724007184195,0.03513645942676071,0.151595744680851,0.1486191515611654,1.0,0.0,0.935910719346216,4.777777777777778,1.1508060903940296
141,label,0.7155294127316969,0.5883057273997206,0.5288317063206327,0.7480053191489361,0.6661288791876245,0.1666666666666667,0.4444444444444444,0.4196621869470956,4.39,1.1215614116043757
142,glean,0.7131860177720771,0.5681999600878068,0.5523832824049272,0.745345744680851,0.7043750593147953,0.5,0.0,0.3164000929774199,4.08080808080808,1.0605579594672072
143,cling,0.7108370098850376,0.2257034524047096,0.09234206581208589,0.2626329787234043,0.2681977792540571,0.1666666666666667,0.0,0.452166395668984,4.31,1.1108105148944172
144,patty,0.7084823621177071,0.3713829574935145,0.3149844235000257,0.570811170212766,0.432476036822625,0.6666666666666666,0.4444444444444444,0.8392370828032437,4.363636363636363,0.989383498019061
145,unfit,0.7061220473226076,0.2197166234284574,0.1199894764032615,0.3503989361702128,0.2651608617253488,0.6666666666666666,0.0,0.1340477374491362,4.16,1.0170545708072896
146,smear,0.7037560381557791,0.8091698263819597,0.4998493533966192,0.6901595744680852,0.6224731897124418,0.5,0.0,0.1318189267211689,4.39,1.0187737727287642
147,alien,0.7013843070748752,0.6737178207942526,0.337818306675562,0.5277593085106383,0.5403815127645439,0.1666666666666667,0.0,0.3503445919590593,3.484848484848485,1.1491203167186994
148,buggy,0.6990068263372404,0.01352025543803623,0.01224603488790836,0.05801196808510642,0.06472430483059695,0.6666666666666666,0.4444444444444444,1.0,4.82,1.0618851161966627
149,rhyme,0.696623567997965,0.3692376771103573,0.5416144247769863,0.726063829787234,0.6122235930530514,0.6666666666666666,0.0,0.2572611645104086,4.141414141414141,1.0151389516283729
150,youth,0.694234503907915,0.2419676711235283,0.1367431268379589,0.3563829787234044,0.3100502989465692,0.0,0.0,0.4603551807569974,4.376237623762377,1.2092996512466396
151,coyly,0.6918396057117308,0.2373278786669329,0.1379708466820841,0.3118351063829787,0.291828793774319,1.0,0.4444444444444444,0.8361552664718341,5.404040404040404,1.0628643586235074
152,quart,0.6894388448458146,0.3410496906805029,0.573974236432416,0.8877992021276595,0.653791401727247,1.0,0.0,0.7605074347314484,4.29,1.1339753083731585
153,cramp,0.6870321925362853,0.346238275793255,0.3953298497612541,0.5779587765957447,0.5235835626838758,0.6666666666666666,0.0,0.3660942524582873,4.0,1.2060453783110545
154,bluff,0.6846196197969067,0.02554380363200968,0.1122702890717551,0.2860704787234044,0.2865141880990794,0.8333333333333334,0.4444444444444444,0.4644215369551738,4.36,0.943610088966836
155,upset,0.6822010974269929,0.5948413490321294,0.6312211500456183,0.6830119680851064,0.7746037771661765,0.1666666666666667,0.0,0.1555249756798583,3.95,1.0136567466356647
156,stomp,0.6797765960092917,0.4571941728197966,0.4676987472686106,0.6901595744680852,0.6143114738540385,0.3333333333333333,0.0,0.1345407268438107,4.090909090909091,1.1728486351735532
157,motto,0.6773460859078305,0.4098483336659349,0.1226040612814515,0.3203125000000001,0.2820537154787891,0.5,0.4444444444444444,0.5008250598629841,4.545454545454546,0.9349847648813038
158,cinch,0.6749095372657524,0.1644382358810615,0.07969706294683924,0.2433510638297872,0.2174243143209643,1.0,0.4444444444444444,0.6254826904899696,4.910891089108911,1.328283414683243
159,elope,0.6724669200031059,0.6947216124526044,0.5115795880215493,0.6828457446808511,0.6928917149093671,1.0,0.4444444444444444,0.2027092230727532,4.282828282828283,1.128513852802773
160,power,0.6700182038146223,0.4534025144681702,0.59630040200363,0.8457446808510638,0.7031413115687575,0.3333333333333333,0.0,0.6956803560731964,4.292929292929293,1.3200285063689998
161,midge,0.6675633581674603,0.3624526042706046,0.5125578256183155,0.745345744680851,0.5853658536585369,1.0,0.0,0.4964205794860578,4.3232323232323235,1.0133281780997538
